#入力日時,購入日,品目,金額,森山立替,木村立替,山本立替,森山分担,木村分担,山本分担,森山端数,木村端数,山本端数,精算状況
2020年02月23日22時00分03秒,20200220,雑貨(消耗品),21214,21214,,,7071,7071,7071,1,null,null,精算(端数込)
2020年02月23日22時00分19秒,20200220,雑貨(消耗品),220,220,,,73,73,73,1,null,null,精算(端数込)
2020年02月23日22時00分36秒,20200220,雑貨(消耗品),88,88,,,29,29,29,1,null,null,精算(端数込)
2020年03月01日16時10分16秒,20200222,食費,2970,,2970,,990,990,990,null,null,null,精算(端数込)
2020年03月01日16時11分42秒,20200222,食費,208,,208,,69,69,69,null,1,null,精算(端数込)
2020年02月23日21時57分13秒,20200223,食費,3740,3740,,,1870,,1870,null,null,null,精算(端数込)
2020年03月01日23時49分24秒,20200223,食費,561,,,561,561,,,null,null,null,精算(端数込)
2020年03月01日23時49分37秒,20200223,食費,432,,,432,432,,,null,null,null,精算(端数込)
2020年02月24日20時18分46秒,20200224,食費,6370,,6370,,2123,2123,2123,null,1,null,精算(端数込)
2020年03月01日16時07分11秒,20200224,食費,416,,416,,138,138,138,null,2,null,精算(端数込)
2020年03月01日16時08分28秒,20200224,食費,1200,,1200,,600,,600,null,null,null,精算(端数込)
2020年03月01日16時08分55秒,20200224,食費,3040,,3040,,1013,1013,1013,null,1,null,精算(端数込)
2020年03月01日16時09分48秒,20200224,食費,1240,,1240,,413,413,413,null,1,null,精算(端数込)
2020年02月28日19時04分10秒,20200225,家賃振込料,440,440,,,146,146,146,2,null,null,精算(端数込)
2020年02月28日19時04分33秒,20200225,雑貨(消耗品),3256,3256,,,1085,1085,1085,1,null,null,精算(端数込)
2020年02月28日19時04分48秒,20200225,雑貨(消耗品),2689,2689,,,896,896,896,1,null,null,精算(端数込)
2020年06月27日15時36分17秒,20200225,食費,1360,,1360,,453,453,453,null,1,null,精算(端数込)
2020年02月28日19時03分11秒,20200226,雑貨(消耗品),1226,1226,,,408,408,408,2,null,null,精算(端数込)
2020年02月28日19時03分30秒,20200227,外食費,1056,1056,,,352,352,352,null,null,null,精算(端数込)
2020年02月28日19時03分45秒,20200227,雑貨(消耗品),875,875,,,291,291,291,2,null,null,精算(端数込)
2020年02月28日19時02分10秒,20200228,ガス代,10325,10325,,,3441,3441,3441,2,null,null,精算(端数込)
2020年02月28日19時02分18秒,20200228,ガス代,9011,9011,,,3003,3003,3003,2,null,null,精算(端数込)
2020年03月01日17時08分48秒,20200229,食費,1641,,1641,,547,547,547,null,null,null,精算(端数込)
2020年03月01日17時09分15秒,20200229,食費,1080,,1080,,,540,540,null,null,null,精算(端数込)
2020年03月01日23時50分11秒,20200229,食費,1315,,,1315,438,438,438,null,null,1,精算(端数込)
2020年03月01日23時50分32秒,20200229,外食費,10648,,,10648,3549,3549,3549,null,null,1,精算(端数込)
2020年03月01日23時51分07秒,20200301,食費,1311,,1311,,437,437,437,null,null,null,精算(端数込)
2020年03月01日23時51分23秒,20200301,食費,4090,,4090,,1363,1363,1363,null,1,null,精算(端数込)
2020年03月03日20時18分31秒,20200303,食費,2295,2295,,,1147,1147,,1,null,null,精算(端数込)
2020年03月08日13時27分59秒,20200303,食費,308,,308,,308,,,null,null,null,精算(端数込)
2020年03月08日00時16分51秒,20200304,雑貨(消耗品),1864,1864,,,621,621,621,1,null,null,精算(端数込)
2020年03月08日00時17分22秒,20200304,雑貨(消耗品),2060,2060,,,686,686,686,2,null,null,精算(端数込)
2020年03月08日00時17分27秒,20200304,雑貨(消耗品),356,356,,,118,118,118,2,null,null,精算(端数込)
2020年03月08日00時17分39秒,20200304,雑貨(消耗品),1838,1838,,,612,612,612,2,null,null,精算(端数込)
2020年03月08日13時27分17秒,20200304,食費,278,,278,,,,278,null,null,null,精算(端数込)
2020年03月08日13時27分25秒,20200304,食費,308,,308,,308,,,null,null,null,精算(端数込)
2020年03月08日13時27分37秒,20200304,食費,690,,690,,230,230,230,null,null,null,精算(端数込)
2020年03月08日00時49分48秒,20200305,雑貨(消耗品),1592,1592,,,530,530,530,2,null,null,精算(端数込)
2020年03月08日13時27分01秒,20200305,食費,308,,308,,308,,,null,null,null,精算(端数込)
2020年03月07日15時04分49秒,20200307,食費,1724,,1724,,,862,862,null,null,null,精算(端数込)
2020年03月07日22時12分06秒,20200307,外食費,9405,,9405,,4702,4702,,null,1,null,精算(端数込)
2020年03月08日13時25分30秒,20200307,食費,195,,195,,195,,,null,null,null,精算(端数込)
2020年03月08日13時25分38秒,20200307,食費,216,,216,,216,,,null,null,null,精算(端数込)
2020年03月08日13時26分02秒,20200307,食費,170,,170,,56,56,56,null,2,null,精算(端数込)
2020年03月08日13時26分06秒,20200307,食費,208,,208,,69,69,69,null,1,null,精算(端数込)
2020年03月08日13時26分23秒,20200307,食費,300,,300,,100,100,100,null,null,null,精算(端数込)
2020年03月08日13時26分29秒,20200307,食費,314,,314,,104,104,104,null,2,null,精算(端数込)
2020年03月08日00時16分01秒,20200308,水道代,9506,9506,,,3168,3168,3168,2,null,null,精算(端数込)
2020年03月08日00時16分10秒,20200308,水道代,10101,10101,,,3367,3367,3367,null,null,null,精算(端数込)
2020年03月08日00時16分35秒,20200308,雑貨(消耗品),1673,1673,,,557,557,557,2,null,null,精算(端数込)
2020年03月08日13時25分18秒,20200308,食費,1860,,1860,,620,620,620,null,null,null,精算(端数込)
2020年03月08日21時43分14秒,20200308,食費,208,,208,,69,69,69,null,1,null,精算(端数込)
2020年03月08日23時13分27秒,20200308,クリーニング,1672,,,1672,,1672,,null,null,null,精算(端数込)
2020年03月08日23時13分50秒,20200308,食費,1200,,,1200,400,400,400,null,null,null,精算(端数込)
2020年06月27日15時33分40秒,20200308,食費,1156,,1156,,385,385,385,null,1,null,精算(端数込)
2020年06月27日15時33分58秒,20200308,雑貨(消耗品),1155,,1155,,385,385,385,null,null,null,精算(端数込)
2020年03月25日23時57分03秒,20200309,雑貨(消耗品),2517,2517,,,839,839,839,null,null,null,精算(端数込)
2020年06月27日15時33分06秒,20200309,雑貨(消耗品),1598,,1598,,532,532,532,null,2,null,精算(端数込)
2020年06月27日15時33分15秒,20200309,雑貨(消耗品),998,,998,,332,332,332,null,2,null,精算(端数込)
2020年04月12日21時52分40秒,20200310,食費,1276,1276,,,425,425,425,1,null,null,精算(端数込)
2020年06月27日15時32分35秒,20200310,食費,308,,308,,308,,,null,null,null,精算(端数込)
2020年06月27日15時32分55秒,20200310,雑貨(消耗品),915,,915,,915,,,null,null,null,精算(端数込)
2020年03月25日23時56分04秒,20200311,食費,831,831,,,277,277,277,null,null,null,精算(端数込)
2020年03月25日23時56分18秒,20200311,食費,1080,1080,,,360,360,360,null,null,null,精算(端数込)
2020年03月25日23時56分37秒,20200311,雑貨(消耗品),382,382,,,127,127,127,1,null,null,精算(端数込)
2020年06月27日15時32分14秒,20200311,食費,193,,193,,64,64,64,null,1,null,精算(端数込)
2020年03月25日23時55分29秒,20200313,食費,970,970,,,323,323,323,1,null,null,精算(端数込)
2020年03月25日23時55分44秒,20200313,食費,1203,1203,,,401,401,401,null,null,null,精算(端数込)
2020年03月25日23時55分12秒,20200314,食費,11110,11110,,,5555,5555,,null,null,null,精算(端数込)
2020年05月11日00時25分54秒,20200315,食費,3067,,,3067,1022,1022,1022,null,null,1,精算(端数込)
2020年06月27日15時31分08秒,20200318,食費,744,,744,,248,248,248,null,null,null,精算(端数込)
2020年06月27日15時31分23秒,20200318,食費,616,,616,,205,205,205,null,1,null,精算(端数込)
2020年06月27日15時31分50秒,20200318,食費,440,,440,,440,,,null,null,null,精算(端数込)
2020年06月27日15時32分00秒,20200318,食費,864,,864,,288,288,288,null,null,null,精算(端数込)
2020年03月19日20時42分08秒,20200319,食費,6640,6640,,,2213,2213,2213,1,null,null,精算(端数込)
2020年03月25日23時54分26秒,20200319,雑貨(消耗品),1947,1947,,,649,649,649,null,null,null,精算(端数込)
2020年03月25日23時54分56秒,20200319,食費,568,568,,,189,189,189,1,null,null,精算(端数込)
2020年03月25日23時58分13秒,20200319,雑貨(消耗品),2040,2040,,,680,680,680,null,null,null,精算(端数込)
2020年03月25日23時58分28秒,20200319,雑貨(消耗品),1339,1339,,,446,446,446,1,null,null,精算(端数込)
2020年03月25日23時59分26秒,20200319,雑貨(消耗品),1339,1339,,,446,446,446,1,null,null,精算(端数込)
2020年03月25日23時57分50秒,20200321,外食費,1280,1280,,,426,426,426,2,null,null,精算(端数込)
2020年05月10日23時18分49秒,20200321,交通費,4520,,,4520,1506,1506,1506,null,null,2,精算(端数込)
2020年05月11日00時25分36秒,20200321,食費,5210,,,5210,1736,1736,1736,null,null,2,精算(端数込)
2020年06月27日15時29分52秒,20200321,外食費,3540,,3540,,1180,1180,1180,null,null,null,精算(端数込)
2020年06月27日15時30分16秒,20200321,遊行費,7200,,7200,,2400,2400,2400,null,null,null,精算(端数込)
2020年06月27日15時30分30秒,20200321,遊行費,900,,900,,300,300,300,null,null,null,精算(端数込)
2020年06月27日15時30分46秒,20200321,外食費,3080,,3080,,1026,1026,1026,null,2,null,精算(端数込)
2020年05月10日23時17分31秒,20200322,食費,2544,,,2544,848,848,848,null,null,null,精算(端数込)
2020年05月10日23時17分47秒,20200322,食費,1166,,,1166,388,388,388,null,null,2,精算(端数込)
2020年05月10日23時17分55秒,20200322,食費,1000,,,1000,333,333,333,null,null,1,精算(端数込)
2020年05月10日23時18分07秒,20200322,食費,600,,,600,200,200,200,null,null,null,精算(端数込)
2020年05月10日23時18分32秒,20200322,交通費,6230,,,6230,2076,2076,2076,null,null,2,精算(端数込)
2020年05月11日00時26分07秒,20200322,食費,723,,,723,241,241,241,null,null,null,精算(端数込)
2020年06月27日15時28分35秒,20200322,食費,4220,,4220,,1406,1406,1406,null,2,null,精算(端数込)
2020年06月27日15時28分55秒,20200322,外食費,4640,,4640,,1546,1546,1546,null,2,null,精算(端数込)
2020年06月27日15時29分14秒,20200322,交通費,4610,,4610,,1536,1536,1536,null,2,null,精算(端数込)
2020年03月25日23時57分25秒,20200323,雑貨(消耗品),6789,6789,,,2263,2263,2263,null,null,null,精算(端数込)
2020年03月25日23時59分41秒,20200323,雑貨(消耗品),5238,5238,,,1746,1746,1746,null,null,null,精算(端数込)
2020年03月26日00時00分11秒,20200323,雑貨(消耗品),4773,4773,,,1591,1591,1591,null,null,null,精算(端数込)
2020年03月26日00時00分33秒,20200323,外食費,1880,1880,,,,1880,,null,null,null,精算(端数込)
2020年03月26日00時01分02秒,20200323,外食費,1256,1256,,,418,418,418,2,null,null,精算(端数込)
2020年06月27日15時28分19秒,20200323,食費,5438,,5438,,1812,1812,1812,null,2,null,精算(端数込)
2020年06月27日15時27分35秒,20200324,食費,308,,308,,308,,,null,null,null,精算(端数込)
2020年03月25日23時49分43秒,20200325,食費,2861,2861,,,1430,1430,,1,null,null,精算(端数込)
2020年03月25日23時52分38秒,20200325,食費,2912,2912,,,970,970,970,2,null,null,精算(端数込)
2020年03月25日23時52分53秒,20200325,家賃振込料,440,440,,,146,146,146,2,null,null,精算(端数込)
2020年06月27日15時27分10秒,20200325,食費,792,,792,,264,264,264,null,null,null,精算(端数込)
2020年06月27日15時25分52秒,20200326,雑貨(消耗品),1485,,1485,,495,495,495,null,null,null,精算(端数込)
2020年06月27日15時26分08秒,20200326,食費,2244,,2244,,748,748,748,null,null,null,精算(端数込)
2020年06月27日15時24分55秒,20200327,食費,864,,864,,288,288,288,null,null,null,精算(端数込)
2020年06月27日15時25分08秒,20200327,食費,600,,600,,200,200,200,null,null,null,精算(端数込)
2020年06月27日15時25分30秒,20200327,食費,5688,,5688,,1896,1896,1896,null,null,null,精算(端数込)
2020年05月11日00時26分34秒,20200328,雑貨(消耗品),980,,,980,980,,,null,null,null,精算(端数込)
2020年05月11日00時26分45秒,20200328,食費,810,,,810,270,270,270,null,null,null,精算(端数込)
2020年05月11日00時28分31秒,20200328,食費,1607,,,1607,535,535,535,null,null,2,精算(端数込)
2020年03月31日02時59分08秒,20200329,食費,711,711,,,237,237,237,null,null,null,精算(端数込)
2020年06月27日15時24分44秒,20200329,食費,5048,,5048,,1682,1682,1682,null,2,null,精算(端数込)
2020年03月31日02時58分01秒,20200330,食費,1047,1047,,,349,349,349,null,null,null,精算(端数込)
2020年03月31日02時58分24秒,20200330,食費,1025,1025,,,341,341,341,2,null,null,精算(端数込)
2020年03月31日02時58分38秒,20200330,食費,3157,3157,,,1052,1052,1052,1,null,null,精算(端数込)
2020年03月31日02時58分50秒,20200330,食費,2106,2106,,,702,702,702,null,null,null,精算(端数込)
2020年06月27日15時24分08秒,20200330,食費,1380,,1380,,460,460,460,null,null,null,精算(端数込)
2020年06月27日15時24分27秒,20200330,食費,1188,,1188,,396,396,396,null,null,null,精算(端数込)
2020年03月31日19時34分59秒,20200331,食費,6040,,6040,,2013,2013,2013,null,1,null,精算(端数込)
2020年04月21日00時02分33秒,20200401,食費,706,706,,,235,235,235,1,null,null,精算(端数込)
2020年06月27日13時00分39秒,20200401,食費,561,,561,,280,280,,null,1,null,精算(端数込)
2020年06月27日13時01分03秒,20200401,食費,1552,,1552,,776,776,,null,null,null,精算(端数込)
2020年04月21日00時02分19秒,20200402,食費,560,560,,,186,186,186,2,null,null,精算(端数込)
2020年06月27日12時59分39秒,20200402,食費,208,,208,,69,69,69,null,1,null,精算(端数込)
2020年06月27日13時00分03秒,20200402,食費,570,,570,,285,285,,null,null,null,精算(端数込)
2020年06月27日13時00分17秒,20200402,食費,2678,,2678,,1339,1339,,null,null,null,精算(端数込)
2020年06月27日12時59分12秒,20200403,食費,2480,,2480,,1240,1240,,null,null,null,精算(端数込)
2020年04月21日00時00分36秒,20200404,食費,170,170,,,56,56,56,2,null,null,精算(端数込)
2020年04月21日00時01分18秒,20200404,雑貨(消耗品),730,730,,,243,243,243,1,null,null,精算(端数込)
2020年04月21日00時01分39秒,20200404,雑貨(消耗品),1935,1935,,,645,645,645,null,null,null,精算(端数込)
2020年04月21日00時01分53秒,20200404,食費,1070,1070,,,356,356,356,2,null,null,精算(端数込)
2020年04月21日00時02分07秒,20200404,食費,484,484,,,161,161,161,1,null,null,精算(端数込)
2020年06月27日12時57分57秒,20200404,食費,1221,,1221,,,610,610,null,1,null,精算(端数込)
2020年06月27日12時58分18秒,20200404,食費,950,,950,,,475,475,null,null,null,精算(端数込)
2020年07月21日15時42分59秒,20200404,食費,3213,3213,,,1606,1606,,1,null,null,精算(端数込)
2020年06月27日12時56分31秒,20200405,食費,6519,,6519,,2173,2173,2173,null,null,null,精算(端数込)
2020年06月27日12時56分50秒,20200405,食費,580,,580,,,,580,null,null,null,精算(端数込)
2020年06月27日12時57分29秒,20200405,雑貨(消耗品),3448,,3448,,1149,1149,1149,null,1,null,精算(端数込)
2020年04月20日23時59分52秒,20200406,雑貨(消耗品),544,544,,,181,181,181,1,null,null,精算(端数込)
2020年04月21日00時00分17秒,20200406,食費,3920,3920,,,1306,1306,1306,2,null,null,精算(端数込)
2020年04月21日00時00分55秒,20200406,雑貨(消耗品),437,437,,,145,145,145,2,null,null,精算(端数込)
2020年06月27日12時56分08秒,20200406,食費,308,,308,,308,,,null,null,null,精算(端数込)
2020年04月08日04時01分24秒,20200407,食費,1607,1607,,,535,535,535,2,null,null,精算(端数込)
2020年04月08日04時01分40秒,20200407,雑貨(家具･家電),5478,5478,,,1826,1826,1826,null,null,null,精算(端数込)
2020年04月20日23時59分37秒,20200407,雑貨(消耗品),4081,4081,,,1360,1360,1360,1,null,null,精算(端数込)
2020年06月27日12時55分42秒,20200407,食費,437,,437,,218,218,,null,1,null,精算(端数込)
2020年04月09日01時23分30秒,20200408,食費,4491,,,4491,1497,1497,1497,null,null,null,精算(端数込)
2020年04月20日23時59分08秒,20200408,雑貨(消耗品),440,440,,,146,146,146,2,null,null,精算(端数込)
